ID,ROK,KOLOR,NAZWA WINA,POCHODZENIE,SZCZEP,BECZKA,OPIS,ALK.,POJ.,CENA NETTO,IMAGES,KRAJ,
LU.112,20,Białe,Diane Blanc de Noirs Brut Nature,A.O.C. Bordeaux - Francja,100 % Cabernet Sauvignon,,"Wino wytrawne musujące. Rzadkość i wyjątkowość są tutaj słowami kluczowymi. Diane Blanc de Noirs (czyli wino białe wyprodukowane z ciemnej odmiany) zostało wyprodukowane metodą tradycyjną w 100% ze szczepu Cabernet Sauvignon! Ta specyfika nadaje winu niezwykłą strukturę i bogatą owocowość. Aromaty są pełne świeżości, wyraziste, z dominującą nutą białych i czerwonych owoców. W smaku spójne z aromatami. Wino polecane jako aperitif oraz do deserów z czerwonych owoców. Jako że jest to produkt kategorii „brut nature”, będzie to świetny wybór dla wszystkich, którzy lubią mocno wytrawne wina.",13,75cl,"59,00",LU.112.png,Francja,Otwórz plik
LU.01,23,Białe,Chateau Bonnet,A.O.C. Bordeaux - Francja,"50% Sauvignon Blanc, 35% Semillon, 15% Muscadelle",,"Wino wytrawne. Wino dojrzewa 4 miesiące w kadziach na osadzie. Oddaje swoją osobowość poprzez intensywne aromaty grejpfruta, bukszpanu i kwiatu akacji. Pozostawia długie zakończenie z owocami cytrusowymi oraz żółtą brzoskwinią. Wino już do picia, świetne do ryb, skorupiaków i letnich sałatek. Nagrody: 91 points - William Kelley, Wine Advocate , 90-92 points - Lisa Perrotti-Brown, Wine Advocate, 94-95 points - James Suckling, JamesSuckling.com, 93-95 points - Roger Voss, Wine Enthusiast, 93 points - Jane Anson, Decanter.com,93 points - Jane Anson, Insidebordeaux.com, 92 points - Jeff Leve, thewinecellarinsider.com, 89 points - Tim Atkin, MW - timatkin.com, 90-92 points - Neal Martin, Vinous, 90 points - Antonio Galloni, Vinous, 92 points - Jeb Dunnuck MW, 92 points - Andreas Larsson, Tasted, 91-93 points - Ian D’Agata, Terroirsense.com, 90-91 points - La Revue du Vin France, 87-88 points - Bettane & Desseauve.","12,5",75cl,"52,00",LU.01.png,Francja,❌ brak pliku
LU.45,23,Różowe,Chateau Bonnet Rose,A.O.C. Bordeaux - Francja,"50% Merlot, 50% Cabernet Sauvignon",,"Wino wytrawne. Jasnoróżowa barwa. Bogaty aromat czerwonych owoców (wiśnia, truskawka, malina, czarna porzeczka) z delikatnymi nutami owocowego ciasta. Średnia kwasowość. Finisz długi, odświeżający. Wino szczególnie rekomendowane do dań kuchni śródziemnomorskiej. NAGRODY: Najlepsze Różowe Wino – Wine&Spirits (Warszawa), Best Of Glass (Gold) – Varldens Viner, Gold Medal – Concours Mondial De Bruxelles, Gold Medal – Le Mondial Du Rose, Silver Medal – International Wine Challenge.","13,5",75cl,"52,00",LU.45.png,Francja,Otwórz plik
LU.02,20,Czerwone,Chateau Bonnet,A.O.C. Bordeaux - Francja,"50% Cabernet Sauvignon, 50% Merlot.",,"Wino wytrawne. Nos w pierwszym momencie bogaty w aromaty ciemnej wiśni i dojrzałych truskawek, następnie dołączają nuty czarnej porzeczki, fiołków oraz tostu. Wino obfite w owocowość, ale zrównoważone, o dobrej strukturze. Czysta przyjemność! Znakomite do bogatej gamy potraw. Nadaje się do starzenia przez co najmniej kolejne 10 lat. NAGRODY: 88 pkt - Vin Vino Life Unfiltered.",13,75cl,"52,00",LU.02.png,Francja,Otwórz plik
LU.03,18,Czerwone,Chateau Bonnet Reserve,A.O.C. Bordeaux - Francja,"59% Merlot, 40% Cabernet Sauvignon, 1% Cabernet Franc",,"Wino wytrawne. Wino dojrzewa przez 12 miesięcy w dębowej beczce, z czego 25% w nowej. Nos to bogactwo owoców z eleganckimi niuansami dębu, przypraw i dymu tytoniowego. W smaku wyczuwalne dojrzałe dzikie owoce, mokka, wanilia oraz lukrecja. Wino z potencjałem starzenia. Znakomite do dań z ciężkimi sosami i twardych serów. [NAGRODY] - 88 pkt Wine Spectator, 7.5/10 – Fleurs Des Vins Guide 14/20 – Gault&Millau Guide.",14,75cl,"68,00",LU.03.png,Francja,Otwórz plik
ES.01,20/21,Czerwone,Chateau Pithivier,A.O.C. Bordeaux - Francja,Merlot,,"Wino wytrawne. Wspaniały, bardzo owocowy Claret (czerwone wytrawne wino z Bordeaux). W smaku niuanse jeżyny, wiśni i espresso, z odrobiną korzennej nuty w zakończeniu. Nos również pełny aromatów owocowych z przewagą porzeczki oraz nutą dymu tytoniowego. Znakomite jako aperitif, do wędlin, dań bufetowych czy na piknik. Przykład podstawowego wina z Bordeaux, które świetnie konkuruje z winami z Nowego Świata w kategorii stosunek jakości do ceny. [NAGRODY]: Selectionne Paar - Le Guide, Hachette de Vins.","13,5",75cl,"38,00",ES.01.png,Francja,Otwórz plik
ES.07,21,Czerwone,Château Hautes Versannes,A.O.C. Saint Emilion (Grand Vin De Bordeaux) - Francja,"65 % Merlot, 35 % Cabernet Franc",12 miesięcy,"Wino wytrawne. Aksamitne, młode wino o świeżych aromatach owocowych z dodatkiem pikantnych przypraw. Wino średnio złożone o delikatnych taninach. Idealnie pasuje do wszelkiego rodzaju zapiekanek, pieczonych lub grillowanych czerwonych mięs i złożonych serów. W smaku wyczuwalny zwłaszcza aromat śliwki i czerwonych suszonych owoców. [NAGRODY]: 95 pkt. DWWWA 2022, Gold DWWA 2022. Decanter World Wine Awards Argent 2021.",14,75cl,"59,00",ES.07.png,Francja,❌ brak pliku
ES.03,21,Czerwone,Chateau Le Loup,A.O.C. Saint Emilion Grand Cru (Grand Vin De Bordeaux) - Francja,"48% Merlot, 52% Cabernet Franc",12 miesięcy,"Wino wytrawne. Dojrzewa we francuskim dębie. Przepełnione owocowością, z eleganckimi taninami i dobrą koncentracją. Pozostawia długi finisz. Wino rekomendowane do czerwonego mięsa (szczególnie do pieczeni z jagnięciny), a także do pieczonego drobiu. [NAGRODY]: Commended – Guide Hachette, Silver Medal – Concours Mondial de Bruxelles, Bronze Medal – Concours des Vins d’Aquitaine.",13,75cl,"88,00",ES.03.png,Francja,Otwórz plik
ES.06,16,Czerwone,Chateau Moulin De Bel Air,A.O.C. Medoc Cru Bourgeois - Francja,"80% Merlot, 20% Cabernet Sauvignon",12 miesięcy,"Wino wytrawne. Głęboka czerwono-fioletowa barwa. Wino dojrzewało 12 miesięcy w dębowych beczkach, przechodziło fermentację malolaktyczną. W aromacie owocowe z wyraźną nutą wiśni, jagody oraz owoców cytrusowych. W okresie starzenia wyłaniają się nuty orzechów laskowych. W ustach bogate z eleganckim finiszem.",13,75cl,"58,00",ES.06.png,Francja,Otwórz plik
SD.02,21,Białe,Riesling Domaines Schlumberger „Les Princes Abbes”,A.O.C. Alsace - Francja,Riesling,,"Wino wytrawne. Riesling to najbardziej szlachetna i najlepsza odmiana winogron w Alzacji. Sprowadzona w XV wieku z Rhinelandu przypuszcza się, że faktycznie pochodzi z regionu Orleanu. Wino o żółtej szacie z zielonymi refleksami. Dojrzewa na osadzie od 6 do 8 miesięcy. Nos wyraźny, otwarty z bardzo świeżymi owocowymi nutami (grejpfrut, zielona limonka). W ustach początkowo mocny i ostry z czasem nabiera cech pełnego ciała i daje w zakończeniu świetną świeżość. Wino znakomite do owoców morza, skorupiaków oraz surowych i marynowanych ryb. NAGRODY - 91 pkt - Wine Spectator, 86 pkt - Wine Enthusiast, 17/20 pkt – Gault&Millau Guide","13,5",75cl,"71,00",SD.02.png,Francja,❌ brak pliku
SD.03,22,Białe,Gewurztraminer Domaines Schlumberger „Les Princes Abbes”,A.O.C. Alsace - Francja,Gewürztraminer,,"Wino wytrawne. Traminer jest najprawdopodobniej najlepiej znanym winem alzackim. Uprawiany był już w XVI wieku na północy Włoch. Gewurztraminer (dosłownie oznacza korzenny lub piżmowy Traminer) to selekcja najbardziej aromatycznych win Traminer, a swoją właściwą nazwę otrzymał około 1950 roku. Wino o ożywionych aromatach łączących nuty róży, lychee, piżmy i orientalnych przypraw. Dojrzewa na osadzie od 6 do 8 miesięcy. W ustach pełne ciała z długim zakończeniem typowym dla orzechowej brandy. Znakomity towarzysz do wszelkiego rodzaju pikantnych potraw kuchni orientalnej, chińskiej, indonezyjskiej. NAGRODY - 90 pkt Wine Spectator, Gold Medal – New Zealand Award, 16/20 pkt – Gault&Millau Guide, 14/20 pkt – Bettane&Desseauve Guide.","13,5",75cl,"89,00",SD.03.png,Francja,❌ brak pliku
SD.05,21,Białe,Pinot Gris Domaines Schlumberger „Les Princes Abbes”,A.O.C. Alsace - Francja,Pinot Gris,,"Wino wytrawne. Właściwie to burgundzki Pinot, który w Alazacji uprawiany jest od VII wieku (nazwa Pinot Gris używana jest od 2007 roku). Wino dojrzewa na osadzie około 8 miesięcy. Nos mineralny, z pigwą, soczystymi białymi owocami, naftą, mokrym kamieniem i nutami lukrecji. Bardzo szlachetne i eleganckie wino. Znakomite do drobiu, grillowanych ryb, makaronów z owocami morza i sałat. NAGRODY - 92 pkt – Wine&Spirits, 92 pkt – Wine Spectator, The Best Wine of the World – Wine Spectator, Smart Buy – Wine Spectator, 14.5/20 – Bettane&Desseauve Guide.",14,75cl,"79,90",SD.05.png,Francja,❌ brak pliku
JD.01,23,Białe,Chablis Louis Jadot,A.O.C. Chablis - Francja,Chardonnay,,"Wino wytrawne. Jasnozłota barwa. Wino w pełni odzwierciedlające finezję terroir apelacji Chablis. Nos oddający mineralność gleby z dominującymi nutami kwiatów oraz owoców cytrusowych. Tłuste, świeże wino, znakomicie wyważone. Rekomendowane do owoców morza, np. ostryg, do tłustych ryb (łosoś, tuńczyk), sałat i kozich serów.","12,5",75cl,"119,00",JD.01.png,Francja,Otwórz plik
JD.55,18,Białe,Chablis Beauroy Premier Cru Louis Jadot,A.O.C. Chablis - Francja,Chardonnay,część wina,"Wino wytrawne. Winogrona z tej winnicy dojrzewają wcześniej niż w innych miejscach w Chablis. Po miękkim tłoczeniu część soku jest fermentowana w beczkach o pojemności 406 litrów. Druga część jest winifikowana i starzona w kadziach ze stali nierdzewnej. Starzenie trwa zwykle od 13 do 15 miesięcy przed zabutelkowaniem. Wino wyraziste, owocowe, polecane jest do różnego rodzaju sałat, owoców morza, sushi, tatara z łososia, kuchni wegetariańskiej, m.in. do tarty warzywnej, dań z koprem włoskim, placków z cukinii, gratin warzywnego, makaronów z woka, wegańskiego burgera, ale również do ślimaków, żabich udek i koziego sera. Temperatura serwowania 12-14 °C.","13,5",75cl,"199,00",JD.55.png,Francja,Otwórz plik
JD.04,23,Białe,Macon Blanc Villages Louis Jadot,A.O.C. Macon Villages - Francja,Chardonnay,,"Wino wytrawne. Wino poddawane procesowi winifikacji w kadziach ze stali nierdzewnej. Wytrawne, żywe, o owocowym charakterze z kwiatowym aromatem i nutą cytryny. Do picia schłodzone i raczej młode. Znakomite do szerokiej gamy potraw, jak np. hors d’œuvres, smażonych i grillowanych ryb, owoców morza, kozich serów i drobiu.",13,75cl,"85,00",JD.04.png,Francja,Otwórz plik
JD.06,22/23,Białe,Chardonnay Bourgogne Louis Jadot,A.O.C. Bourgogne - Francja,Chardonnay,50% wina 6 miesięcy,"Wino wytrawne. 50% wina dojrzewa w dębowych beczkach, a pozostała część w tankach ze stali nierdzewnej. W efekcie otrzymujemy połączenie świeżości, owocowości i dobrej struktury. Aromaty harmonijne, bardzo przyjemne z wyraźnymi kwiatami i miąższem owoców. Znakomity aperitif, pasuje do drobiu, kozich serów, a z czasem do bardziej wyszukanych potraw.","12,5",75cl,"98,00",JD.06.png,Francja,Otwórz plik
JD.07,23,Białe,Pouilly - Fuisse Louis Jadot,A.O.C. Pouilly - Fuisse - Francja,Chardonnay,6 miesięcy,"Wino wytrawne. Jasnozłota barwa. Wino w pełni odzwierciedlające charakterystykę terroir. W smaku harmonijne, świeże, z aromatem orzecha laskowego, palonych migdałów, grejpfruta i cytryny. Podawać schłodzone do skorupiaków, ryb, białego mięsa w kremowym sosie i do drobiu.",13,75cl,"188,00",JD.07.png,Fuisse,Otwórz plik
JD.08,22,Białe,Meursault Louis Jadot,A.O.C. Meursault - Francja,Chardonnay,15-18 miesięcy,"Wino wytrawne. Louis Jadot Meursault to 100% Chardonnay. Dojrzewało 15-18 miesięcy w beczkach z dębu francuskiego. W nosie uwodzi aromatem migdałów okraszonych przyprawami. W ustach gęste, mięsiste, przodują nuty cytrusowe, w tym trawa cytrynowa i przyprawy śródziemnomorskie. Finisz długi, przyjemny, mineralny.",13,75cl,"349,00",JD.08.png,Francja,Otwórz plik
JD.20,22,Białe,Chassagne-Montrachet Louis Jadot,A.O.C. Chassagne-Montrachet - Francja,Chardonnay,12 miesięcy,"Wino wytrawne o głębokiej barwie i pełnym smaku. Szlachetny i dostojny biały burgund z apelacji AOC Chassagne-Montrachet. W nosie z wyraźnymi nutami wanilii, gałki muszkatołowej, ale także cytrusów. W ustach spójne z aromatami. Wino zachwyca równowagą między intensywnością i bogactwem w smaku a strukturą z miękkim finiszem. Doskonały dodatek do ryb, skorupiaków, drobiu i serów.",13,75cl,"490,00",JD.20.png,Francja,❌ brak pliku
JD.10,22,Białe,Puligny Montrachet Premier Cru La Garenne Louis Jadot,A.O.C.Puligny Montrachet Premier Cru - Francja,Chardonnay,15 miesięcy,"Wino wytrawne. Jedno z najlepszych win wśród białych Burgundów. La Garenne znajduje się nad Puligny, gdzie winorośl rośnie na płytkiej glebie na wapiennym podłożu. Jest to nieco chłodniejsze miejsce w porównaniu do pobliskich Premier i Grand Crus, w wyniku czego wino odzwierciedla bardziej surowy styl. Dojrzewa około 15 miesięcy w beczce, z czego 1/3 w nowej. To klasyczne Puligny oferuje delikatne aromaty kwiatów lipy, lychee, owoców papai, które są przeplecione zapachem mokrego kamienia. Charakteryzuje się dosyć wysoką kwasowością. W ustach wyczuwalne egzotyczne owoce na tle nut migdałów, wanilii i dębu. Idealny partner do sałatek, owoców morza, ceviche, sushi, potraw wegetariańskich, makaronów wok, fish&chips, kurczaka, serów.",13,75cl,"549,00",JD.10.png,Francja,Otwórz plik
JD.16,22,Czerwone,Couvent Des Jacobins Pinot Noir Bourgogne Louis Jadot,A.O.C. Bourgogne - Francja,Pinot Noir,6-8 miesięcy,"Wino wytrawne. Typowe wino dla regionu Burgundii z delikatnymi aromatami czerwonych owoców, które przechodzą w bardziej złożone tj. przyprawy i leśne nuty w miarę dojrzewania. Młode rekomendowane schłodzone do grillowanego czerwonego mięsa. Po 2 latach idealne do bardziej wyszukanych potraw między innymi dziczyzny, serów. NAGRODY - 90 pkt - Wine Spectator.",13,75cl,"109,00",JD.16.png,Francja,Otwórz plik
JD.45,20,Czerwone,Nuits - Saint - Georges Louis Jadot,A.O.C. Nuits - Saint - Georges - Francja,Pinot Noir,12 miesięcy,"Wino wytrawne. Dojrzewa w dębowej beczce przez 12 miesięcy. Wino potężne, pełne ciała o intensywnej barwie. W smaku wyraźne dojrzałe owoce. Bukiet z niuansami dębu. Do przechowywania przez kolejne 12-15 lat. Znakomite do sosów na bazie z czerwonego wina, marynowanej lub pieczonej dziczyzny, serów.",13,75cl,"299,00",JD.45.png,Saint,Otwórz plik
JD.57,13,Czerwone,Beaune Premier Cru Clos Des Couchereaux Heritiers,A.O.C. Beaune Premier Cru - Francja,Pinot Noir,12-15 miesięcy,"Wino wytrawne. Wino oferuje aromaty i smaki wiśni, czarnej porzeczki, kwiatów i minerałów. Dostarczając taniny, które dobrze współgrają z mięsistym charakterem, wino pozostaje zrównoważone i trwałe. Długi finisz odzwierciedla owoc.","13,5",75cl,"199,00",JD.57.png,Francja,❌ brak pliku
JD.21,20,Czerwone,Pommard Louis Jadot,A.O.C. Pommard - Francja,Pinot Noir,12-15 miesięcy,"Wino wytrawne. Dojrzewa w dębowej beczce przez około 12-15 miesięcy. Ostry bukiet z czarną porzeczką, maliną, piżmem i zwierzęcymi nutami. W ustach zwarte, pełne ciała, mimo to wyjątkowo krągłe i hojne, z delikatną owocową głębią. Rekomendowane do pikantnych potraw o wyraźnym zapachu.",13,75cl,"329,00",JD.21.png,Francja,Otwórz plik
JD.54,19,Czerwone,Corton Grand Cru Louis Jadot,A.O.C. Corton Grand Cru - Francja,Pinot Noir,18 miesięcy,"Wino wytrawne. Pinot Noir z Cote du Beaune. Dojrzewało w butelce 18 miesięcy. Wino, którego bogatą paletę aromatów takich jak leśne owoce, skóra, nuty ziemiste czy dębowe odnajdziemy w miarę upływu lat. Rekomendowane do pieczonego łososia, kurczaka, grillowanego czerwonego mięsa, kaczki, przepiórki, dziczyzny.","14,5",75cl,"620,00",JD.54.png,Francja,❌ brak pliku
JD.15,20/21,Czerwone,"Chateau Des Jacques, Moulin-a-Vent Louis Jadot",A.O.C. Moulin-a-Vent - Francja,Gamay,6 miesięcy,"Wino wytrawne. „Król Beaujolais”. Dojrzewa w dębowej beczce przez 6 miesięcy. Mięsista, prawie tłusta struktura o lepszej trwałości w porównaniu z innymi Cru z Beaujolais. Do przechowywania przez kolejne 10 i więcej lat. Polecane do czerwonego mięsa i dziczyzny. NAGRODY - 90 pkt - Wine Spectator, 90 pkt - Wine Advocate, 16/20 pkt - Michel Bettane, Top 100 - Wine Spectator.","12,5",75cl,"109,00",JD.15.png,Francja,Otwórz plik
JD.56,22,Czerwone,"Chateau Des Jacques, Morgon Louis Jadot",A.O.C. Morgon - Francja,Gamay,,"Morgon Château des Jacques od Louis Jadot zachwyca elegancko suchym smakiem i doskonałą równowagą aromatów. Ciesz się tym winem czerwonym, idealnie pasującym do grillowanego mięsa lub obfitych talerzy serów, aby doświadczyć niezapomnianych doznań smakowych. Wytwarzany z klasycznej winorośli Gamay w renomowanym regionie Burgundii, ten win pokazuje esencję francuskiej tradycji winiarskiej w Twoim kieliszku","12,5",75cl,"99,00",JD.56.png,Francja,❌ brak pliku
JD.13,23,Czerwone,"Combe Aux Jacques, Beaujolais Villages Louis Jadot",A.O.C. Beaujolais Villages - Francja,Gamay,,"Wino wytrawne. Długi proces maceracji pozwala osiągnąć dobrą ekstrakcję, stąd wino ma świetną strukturą i jest w stanie dojrzewać przez kolejne lata. Polecane schłodzone celem zachowania właściwych owocowych aromatów oraz delikatnej świeżości. Idealne do delikatesów oraz włoskiej żywności. NAGRODY - 90 pkt - Gold Medal - International Wine Challenge.",13,75cl,"68,00",JD.13.png,Francja,Otwórz plik
DF.01,N/V,Białe,Decelle Frères Brut Champagne,Champagne - Francja,"80% Pinot Noir, 10% Chardonnay, 10% Pinot Blanc",,"Wino musujące wytrawne. W aromacie bardzo orzeźwiające, z wyczuwalnymi przyjemnymi nutami białych owoców. W ustach złożone, z wyraźnymi niuansami czerwonych owoców, róży i czerwonej pomarańczy. Na podniebieniu cudownie miękkie, pełne i aksamitne dzięki Pinot Blanc, które jako bardziej odporne na mróz niż Chardonnay, dodaje winu krągłości. Wino, dzięki doskonale zachowanej świeżości, sprawdzi się jako aperitif czy w food pairingu z zimnymi przystawkami podczas wyjątkowych przyjęć okolicznościowych.",12,75cl,"137,00",DF.01.png,Francja,Otwórz plik
RD.18,23,Białe,Domaines Ott Clos Mireille Cru Classe Organic,A.O.C. Cotes de Provence - Francja,"70% Semillon, 30% Rolle",,"Wino wytrawne. W pełni oddaje terroir Clos Mireille, którego mikroklimat oraz bliskość morza sprzyjają produkcji wyjątkowych win. Ujmująca jasnozłota szata z delikatnymi srebrno-zielonymi refleksami. Nos wyraźny, owocowy z aromatem migdałów i żółtego melona. W ustach świeże, z kwasowością, przywołujące nuty brzoskwini, białej śliwki, skórki cytrynowej i kwiatów limonki. NAGRODY - 94 pkt Wine & Spirits, 93 pkt - Decanter, 91 pkt - Wine Enthusiast.",13,75cl,"166,00",RD.18.png,Francja,❌ brak pliku
RD.07,23,Rożowe,Domaines Ott Rose Clos Mireille Organic,A.O.C Cotes De Provence - Francja,"65% Grenache, 22% Cinsault 13% Syrah",,"Wino wytrawne. Nos początkowo mineralny, następnie owocowy z nutą mandarynki, brzoskwini i mango. W ustach harmonijne, bogate, pełne, z zaznaczoną świeżością grejpfruta. Finezyjny długi finisz. Świetne jako towarzysz lekkiej kuchni orientalnej, dań z rybą, białym mięsem, ale również jako lekki aperitif solo. NAGRODY - 92 pkt. Wine Enthusiast, 93 pkt. - Eric Guido, 95 pkt. Wine & Spirit, European Winery of the Year 2022 - Wine Enthusiast WINE STAR AWARDS 2022.","13,5",75cl,"166,00",RD.07.png,Francja,❌ brak pliku
RD.41,23,Różowe,Domaines Ott BY.OTT Organic,A.O.C. Cotes de Provence - Francja,"70% Grenache, 20% Cinsault, 10% Syrah",,"Wino wytrawne. Przyjazne i eleganckie wino, które w pełni oddaje tradycję domu winiarskiego Domaines Ott. Krystalicznie różowa szata z pomarańczowym refleksem. Nos delikatnie owocowy z nutami białej brzoskwini i moreli oraz marakui i mango. W ustach pełne, świeże i żywe z wyróżniającą się skórką cytrynową i słodkimi przyprawami typu cynamon i kardamon. NAGRODY - 91 pkt Wine & Spirits.",13,75cl,"99,00",RD.41.png,Francja,❌ brak pliku
CM.03,23,Rożowe,Miraval Rose Oryginalne pudełko,A.O.P. Côtes De Provence - Francja,Cinsault Grenache Syrah Rolle,,"Wino wytrawne. Przepiękny łososiowy kolor. Świeże, orzeźwiające i mineralne, z delikatnymi nutami cytrusów, czerwonych owoców oraz białych kwiatów. Długi, wyraźnie owocowy finisz.","12,5",75cl,"122,00",CM.03.png,Francja,Otwórz plik
CM.11,23,Różowe,Studio By Miraval Rose MAGNUM,I.G.P. Méditerranée - Francja,"Cinsault, Grenache, Rolle, Tibouren",,"Wino wytrawne. Zachwycający, jasnoróżowy kolor z pastelowymi refleksami. Przyjemny nos ukazujący bukiet aromatów czerwonych jagód i kwiatu wiśni. Na podniebieniu pełne, żywe, z wyraźnym posmakiem czerwonej pomarańczy i czerwonej porzeczki oraz z doskonale zrównoważoną mineralnością i lekką nutą goryczy. Długi, soczysty finisz będący pięknym dopełnieniem tego eleganckiego wina.","12,5",75cl,"63,00",CM.11.png,Francja,❌ brak pliku
CM.12,23,Różowe,Studio By Miraval Rose MAGNUM,I.G.P. Méditerranée - Francja,"Cinsault, Grenache, Rolle, Tibouren",,"Wino wytrawne. Zachwycający, jasnoróżowy kolor z pastelowymi refleksami. Przyjemny nos ukazujący bukiet aromatów czerwonych jagód i kwiatu wiśni. Na podniebieniu pełne, żywe, z wyraźnym posmakiem czerwonej pomarańczy i czerwonej porzeczki oraz z doskonale zrównoważoną mineralnością i lekką nutą goryczy. Długi, soczysty finisz będący pięknym dopełnieniem tego eleganckiego wina.","12,5","1,5L","144,00",CM.12.png,Francja,❌ brak pliku
DP.01,22/23,Białe,La Vieille Ferme Blanc Famille Perrin,Vin de France - Francja,Bourboulenc Grenache Blanc Ugni Blanc Vermentino,,"Wino wytrawne. Jasnożółta barwa z zielonymi refleksami. Nos z zielonymi owocami, pszenicą, orzechami laskowymi, migdałami, gruszką, grejpfrutem i płatkami białych kwiatów. W ustach delikatne, aromatyczne. Wino idealne jako aperitif oraz do wędzonych ryb, kurczaka i potraw kuchni śródziemnomorskiej.",13,75cl,"39,00",DP.01.png,Francja,Otwórz plik
DP.13,23,Różowe,La Vieille Ferme Rose Famille Perrin,Vin de France - Francja,"Cinsault, Grenache, Syrah",,"Wino wytrawne. Pastelowa, jasnoróżowa barwa. W aromacie świeże i owocowe z niuansami truskawek, brzoskwiń i liczi. Na podniebieniu świetnie zrównoważone, z wyczuwalnymi czerwonymi owocami i delikatną goryczką na finiszu. Serwować w temperaturze 10-12°C do ostryg, grillowanego białego mięsa, zimnych przekąsek, sałatki z pomidorów i innych lekkich warzywnych dań.","12,5",75cl,"39,00",DP.13.png,Francja,❌ brak pliku
DP.03,22,Czerwone,La Vieille Ferme Rouge Famille Perrin,Vin de France - Francja,"Carignan, Cinsault, Grenache, Syrah",,"Wino wytrawne. Lekkie wino pochodzące z winnic położonych na zboczach Mont Ventoux. Głęboka wiśniowa barwa. Nos bogaty w aromaty dojrzałych owoców oraz przypraw. W ustach zaznaczone czerwone owoce, takie jak czarna porzeczka, jeżyna, malina, zakończone finiszem o posmaku toffi i karmelu. Wino rekomendowane jako aperitif oraz do większości potraw.",13,75cl,"39,00",DP.03.png,Francja,Otwórz plik
DP.10,21,Czerwone,Gigondas „La Gille” Famille Perrin,A.O.C. Gigondas - Francja,"Grenache 60%, Syrah 40%",12 miesięcy,"Wino wytrawne. Piękny, głęboki rubinowo-czerwony kolor. Dosyć długa maceracja celem uzyskania miękkich tanin szczepu Grenache oraz podkreślenia finezji szczepu Syrah, oddającego wyrazisty kolor i dającego winu odpowiednią strukturę. Po fermentacji malolaktycznej krótka winifikacja w foudres lub stożkowych drewnianych kadziach przez 12 miesięcy. Mocny, złożony nos z nutami tytoniu, cygara, skóry, rozmarynu, runa leśnego i przypraw oraz zaznaczonym aromatem roślinnym „garrigue”. Na podniebieniu spójne z aromatami, świeże, doskonale zrównoważone z jedwabistymi taninami. Wino serwować w temperaturze 16°C w towarzystwie m.in. cielęciny, smardzów i łopatki jagnięcej. Nagrody: James Suckling 93/100.","14,5",75cl,"122,00",DP.10.png,Francja,❌ brak pliku
DP.14,23,Białe,Côtes du Rhône Réserve Blanc Famille Perrin,A.O.C. Côtes du Rhône - Francja,"Grenache blanc, Marsanne Roussanne, Viognier",,"Wino wytrawne. Piękna, jasnożółta barwa z błyszczącymi refleksami. Nos pełen świeżości i aromatów dojrzałych gruszek, kandyzowanej pigwy, z wyczuwalną nutą anyżu. Na podniebieniu krągłe i dobrze wyważone, ewoluujące od bardzo orzeźwiającego charakteru w kierunku aromatów drożdżowego ciasta i dojrzałych owoców. Długi, wyrazisty finisz z przyjemną teksturą. Podawać z delikatnymi, ale również ostrymi daniami (np. z dodatkiem szafranu), grillowanej ryby oraz zupy bouillabaisse. Świetna relacja jakość-cena.","13,5",75cl,"59,00",DP.14.png,Francja,❌ brak pliku
DP.05,21,Czerwone,Côtes du Rhône Réserve Rouge Famille Perrin,A.O.C. Côtes du Rhône - Francja,"60% Grenache, 20% Syrah, 20% Mourvedre",,"Wino wytrawne. Cotes Du Rhone Reserve-Perrin. Klasyczne Côtes du Rhône od bardzo uznanego producenta – rodziny Perrin. Blend szczepów Grenache, Mourvèdre, Syrah. Aromaty ciemnych owoców, jagód, wiśni, karmelu, przypraw, dymu, tchnienie zapachu skóry. Owocowe i mięsiste z przyjemnymi taninami i dobrym, trwałym zakończeniem. Podawać z grillowanym, pieczonym lub duszonym mięsem lub twardymi serami. Znakomite wino, które zawsze powinieneś mieć pod ręką!",14,75cl,"59,00",DP.05.png,Francja,Otwórz plik
DP.08,21,Czerwone,Les Sinards Chateauneuf- Du-Pape,A.O.C. Chateauneuf-du-Pape - Francja,"70% Grenache, 15% Syrah, 15% Mourvedre",,"Wino wytrawne. Ciemnoczerwona barwa. Bogata paleta aromatów takich jak wiśnia, lawenda, pieprz, śliwka i czekolada. W smaku krągłe, o dobrym połączeniu owoców i miękkich tanin oraz przyjemnym zakończeniu. Wino polecane do dziczyzny, potraw z truflami i grzybami. NAGRODY - 90 pkt - Wine Spectator, 90 pkt - Wine Advocate.","14,5",75cl,"199,00",DP.08.png,Francja,Otwórz plik
